Original_Index,Split,GroundTruth_CD,Predicted_CD,Error
86,Training,23.024770736694336,11.003396987915039,12.021373748779297
87,Testing,25.090635299682617,13.55700969696045,11.533625602722168
88,Testing,22.102306365966797,10.480958938598633,11.621347427368164
89,Training,22.768234252929688,10.1143217086792,12.653912544250488
90,Training,23.24238395690918,10.175393104553223,13.066990852355957
91,Testing,21.058443069458008,10.157086372375488,10.90135669708252
92,Training,20.027984619140625,8.976893424987793,11.051091194152832
93,Training,23.449153900146484,10.906798362731934,12.54235553741455
94,Training,20.257230758666992,10.217317581176758,10.039913177490234
95,Training,20.40488624572754,10.369257926940918,10.035628318786621
96,Training,20.900596618652344,11.746902465820312,9.153694152832031
97,Training,21.394121170043945,11.082903861999512,10.311217308044434
98,Validation,23.88800048828125,11.700971603393555,12.187028884887695
99,Testing,26.736419677734375,13.377291679382324,13.35912799835205
100,Validation,21.14604949951172,10.729580879211426,10.416468620300293
101,Training,20.66358184814453,10.860955238342285,9.802626609802246
102,Testing,21.618059158325195,9.994200706481934,11.623858451843262
103,Training,20.946346282958984,8.517224311828613,12.429121971130371
104,Training,20.964853286743164,8.403526306152344,12.56132698059082
105,Validation,24.13254737854004,10.845601081848145,13.286946296691895
106,Testing,22.44363784790039,8.942950248718262,13.500687599182129
107,Training,20.737396240234375,10.298046112060547,10.439350128173828
108,Training,21.22831153869629,11.548480033874512,9.679831504821777
109,Training,21.800273895263672,10.67049789428711,11.129776000976562
110,Training,26.12554931640625,12.475897789001465,13.649651527404785
111,Training,25.934768676757812,12.727307319641113,13.2074613571167
112,Training,22.197410583496094,9.746582984924316,12.450827598571777
113,Training,20.941787719726562,10.35524845123291,10.586539268493652
114,Training,21.258573532104492,9.93481731414795,11.323756217956543
115,Training,20.807687759399414,9.64641284942627,11.161274909973145
116,Training,21.067829132080078,9.28148078918457,11.786348342895508
117,Training,24.126855850219727,10.987529754638672,13.139326095581055
118,Training,21.930339813232422,9.933833122253418,11.996506690979004
119,Training,19.620609283447266,9.92861557006836,9.691993713378906
120,Training,20.554794311523438,12.123842239379883,8.430952072143555
121,Testing,23.2828311920166,12.172239303588867,11.110591888427734
122,Training,24.426942825317383,11.706330299377441,12.720612525939941
123,Training,28.602752685546875,13.045025825500488,15.557726860046387
124,Training,21.49050521850586,10.202558517456055,11.287946701049805
125,Training,21.740283966064453,10.108457565307617,11.631826400756836
126,Training,21.238868713378906,10.416114807128906,10.82275390625
127,Training,21.123249053955078,9.521119117736816,11.602129936218262
128,Validation,20.852197647094727,9.10581111907959,11.746386528015137
129,Training,24.0172119140625,10.766778945922852,13.250432968139648
130,Testing,20.011825561523438,10.870863914489746,9.140961647033691
131,Training,20.073184967041016,9.910283088684082,10.162901878356934
